Model,DPO3034
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,200
Sample Interval,0.2
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
5.052e+02,3.79219
5.054e+02,3.79219
5.056e+02,3.79188
5.058e+02,3.79156
5.060e+02,3.79125
5.062e+02,3.79062
5.064e+02,3.78938
5.066e+02,3.78969
5.068e+02,3.78938
5.070e+02,3.79
5.072e+02,3.79062
5.074e+02,3.79
5.076e+02,3.79
5.078e+02,3.78938
5.080e+02,3.79
5.082e+02,3.79
5.084e+02,3.79125
5.086e+02,3.79188
5.088e+02,3.79094
5.090e+02,3.78875
5.092e+02,3.78656
5.094e+02,3.78656
5.096e+02,3.78688
5.098e+02,3.7875
5.100e+02,3.7875
5.102e+02,3.78688
5.104e+02,3.78625
5.106e+02,3.78656
5.108e+02,3.78531
5.110e+02,3.78563
5.112e+02,3.78594
5.114e+02,3.78563
5.116e+02,3.78438
5.118e+02,3.78594
5.120e+02,3.78563
5.122e+02,3.78469
5.124e+02,3.78281
5.126e+02,3.7825
5.128e+02,3.78344
5.130e+02,3.78313
5.132e+02,3.7825
5.134e+02,3.78344
5.136e+02,3.78344
5.138e+02,3.78281
5.140e+02,3.78281
5.142e+02,3.78344
5.144e+02,3.78281
5.146e+02,3.78313
5.148e+02,3.78406
5.150e+02,3.7825
5.152e+02,3.78187
5.154e+02,3.78281
5.156e+02,3.78281
5.158e+02,3.78156
5.160e+02,3.7825
5.162e+02,3.78344
5.164e+02,3.78313
5.166e+02,3.78375
5.168e+02,3.78406
5.170e+02,3.78313
5.172e+02,3.78469
5.174e+02,3.78281
5.176e+02,3.78281
5.178e+02,3.78344
5.180e+02,3.78406
5.182e+02,3.78281
5.184e+02,3.78281
5.186e+02,3.78313
5.188e+02,3.78313
5.190e+02,3.78281
5.192e+02,3.78313
5.194e+02,3.78281
5.196e+02,3.78313
5.198e+02,3.7825
5.200e+02,3.78281
5.202e+02,3.78344
5.204e+02,3.78281
5.206e+02,3.78187
5.208e+02,3.78094
5.210e+02,3.78125
5.212e+02,3.78187
5.214e+02,3.78187
5.216e+02,3.78156
5.218e+02,3.78125
5.220e+02,3.78063
5.222e+02,3.78031
5.224e+02,3.78094
5.226e+02,3.78125
5.228e+02,3.78156
5.230e+02,3.78125
5.232e+02,3.78156
5.234e+02,3.78094
5.236e+02,3.78094
5.238e+02,3.78187
5.240e+02,3.78125
5.242e+02,3.78156
5.244e+02,3.78063
5.246e+02,3.78063
5.248e+02,3.78
5.250e+02,3.78063
5.252e+02,3.78063
5.254e+02,3.78063
5.256e+02,3.78063
5.258e+02,3.78125
5.260e+02,3.78031
5.262e+02,3.78031
5.264e+02,3.78031
5.266e+02,3.77906
5.268e+02,3.77844
5.270e+02,3.77813
5.272e+02,3.77844
5.274e+02,3.78
5.276e+02,3.77875
5.278e+02,3.77937
5.280e+02,3.77937
5.282e+02,3.78
5.284e+02,3.78156
5.286e+02,3.77906
5.288e+02,3.77937
5.290e+02,3.77875
5.292e+02,3.77875
5.294e+02,3.77781
5.296e+02,3.77813
5.298e+02,3.77844
5.300e+02,3.77844
5.302e+02,3.77781
5.304e+02,3.7775
5.306e+02,3.7775
5.308e+02,3.77844
5.310e+02,3.7775
5.312e+02,3.77687
5.314e+02,3.77656
5.316e+02,3.77687
5.318e+02,3.77594
5.320e+02,3.77656
5.322e+02,3.77625
5.324e+02,3.77625
5.326e+02,3.77594
5.328e+02,3.775
5.330e+02,3.775
5.332e+02,3.77375
5.334e+02,3.77375
5.336e+02,3.77531
5.338e+02,3.77563
5.340e+02,3.77563
5.342e+02,3.77625
5.344e+02,3.77563
5.346e+02,3.77625
5.348e+02,3.77656
5.350e+02,3.77531
5.352e+02,3.77531
5.354e+02,3.77563
5.356e+02,3.77687
5.358e+02,3.77719
5.360e+02,3.7775
5.362e+02,3.7775
5.364e+02,3.77781
5.366e+02,3.7775
5.368e+02,3.77781
5.370e+02,3.77875
5.372e+02,3.77875
5.374e+02,3.77844
5.376e+02,3.77844
5.378e+02,3.77906
5.380e+02,3.77937
5.382e+02,3.77781
5.384e+02,3.77844
5.386e+02,3.77937
5.388e+02,3.77781
5.390e+02,3.77781
5.392e+02,3.77813
5.394e+02,3.77844
5.396e+02,3.77875
5.398e+02,3.77844
5.400e+02,3.7775
5.402e+02,3.7775
5.404e+02,3.77781
5.406e+02,3.77781
5.408e+02,3.77813
5.410e+02,3.77813
5.412e+02,3.77813
5.414e+02,3.7775
5.416e+02,3.77687
5.418e+02,3.7775
5.420e+02,3.77719
5.422e+02,3.77719
5.424e+02,3.77687
5.426e+02,3.77719
5.428e+02,3.77844
5.430e+02,3.7775
5.432e+02,3.77656
5.434e+02,3.77719
5.436e+02,3.77719
5.438e+02,3.77656
5.440e+02,3.775
5.442e+02,3.77625
5.444e+02,3.775
5.446e+02,3.77594
5.448e+02,3.7775
5.450e+02,3.77687
5.452e+02,3.77687
5.454e+02,3.77656
5.456e+02,3.775
5.458e+02,3.775
5.460e+02,3.77656
5.462e+02,3.77656
5.464e+02,3.77719
5.466e+02,3.77687
5.468e+02,3.77625
5.470e+02,3.77563
5.472e+02,3.77531
5.474e+02,3.77375
5.476e+02,3.77469
5.478e+02,3.77406
5.480e+02,3.77375
5.482e+02,3.77344
5.484e+02,3.77406
5.486e+02,3.77375
5.488e+02,3.77406
5.490e+02,3.77406
5.492e+02,3.775
5.494e+02,3.77469
5.496e+02,3.77469
5.498e+02,3.77469
5.500e+02,3.775
5.502e+02,3.77469
5.504e+02,3.77406
5.506e+02,3.77469
5.508e+02,3.77375
5.510e+02,3.775
5.512e+02,3.77406
5.514e+02,3.77594
5.516e+02,3.77563
5.518e+02,3.77594
5.520e+02,3.77531
5.522e+02,3.77375
5.524e+02,3.77344
5.526e+02,3.77344
5.528e+02,3.7725
5.530e+02,3.77188
5.532e+02,3.77156
5.534e+02,3.77156
5.536e+02,3.77156
5.538e+02,3.77188
5.540e+02,3.77313
5.542e+02,3.77375
5.544e+02,3.77375
5.546e+02,3.77344
5.548e+02,3.77344
5.550e+02,3.77313
5.552e+02,3.77375
5.554e+02,3.77281
5.556e+02,3.77375
5.558e+02,3.77344
5.560e+02,3.77375
5.562e+02,3.77344
5.564e+02,3.77375
5.566e+02,3.77406
5.568e+02,3.77406
5.570e+02,3.77344
5.572e+02,3.77344
5.574e+02,3.77375
5.576e+02,3.77469
5.578e+02,3.77281
5.580e+02,3.7725
5.582e+02,3.77219
5.584e+02,3.77188
5.586e+02,3.77125
5.588e+02,3.77313
5.590e+02,3.77313
5.592e+02,3.77281
5.594e+02,3.77344
5.596e+02,3.77281
5.598e+02,3.7725
5.600e+02,3.77313
5.602e+02,3.77156
5.604e+02,3.77156
5.606e+02,3.77219
5.608e+02,3.77219
5.610e+02,3.77188
5.612e+02,3.77156
5.614e+02,3.77
5.616e+02,3.77094
5.618e+02,3.77031
5.620e+02,3.77094
5.622e+02,3.77156
5.624e+02,3.77031
5.626e+02,3.77031
5.628e+02,3.77094
5.630e+02,3.77094
5.632e+02,3.77062
5.634e+02,3.77094
5.636e+02,3.77062
5.638e+02,3.77031
5.640e+02,3.77094
5.642e+02,3.77188
5.644e+02,3.77125
5.646e+02,3.77219
5.648e+02,3.77156
5.650e+02,3.77125
5.652e+02,3.77188
5.654e+02,3.77125
5.656e+02,3.77281
5.658e+02,3.77219
5.660e+02,3.77188
5.662e+02,3.77125
5.664e+02,3.77156
5.666e+02,3.77062
5.668e+02,3.77125
5.670e+02,3.77188
5.672e+02,3.77156
5.674e+02,3.77156
5.676e+02,3.77094
5.678e+02,3.77125
5.680e+02,3.77188
5.682e+02,3.77219
5.684e+02,3.77156
5.686e+02,3.77156
5.688e+02,3.77188
5.690e+02,3.77094
5.692e+02,3.77094
5.694e+02,3.77125
5.696e+02,3.77156
5.698e+02,3.77062
5.700e+02,3.77094
5.702e+02,3.77125
5.704e+02,3.77031
5.706e+02,3.76969
5.708e+02,3.77
5.710e+02,3.76969
5.712e+02,3.76969
5.714e+02,3.76875
5.716e+02,3.76844
5.718e+02,3.76781
5.720e+02,3.76844
5.722e+02,3.76938
5.724e+02,3.76938
5.726e+02,3.76812
5.728e+02,3.76875
5.730e+02,3.76938
5.732e+02,3.77
5.734e+02,3.77
5.736e+02,3.77
5.738e+02,3.76969
5.740e+02,3.76938
5.742e+02,3.76938
5.744e+02,3.77
5.746e+02,3.76969
5.748e+02,3.76938
5.750e+02,3.77
5.752e+02,3.77
5.754e+02,3.76969
5.756e+02,3.76875
5.758e+02,3.76938
5.760e+02,3.77
5.762e+02,3.76969
5.764e+02,3.76969
5.766e+02,3.76844
5.768e+02,3.76781
5.770e+02,3.76875
5.772e+02,3.76844
5.774e+02,3.76812
5.776e+02,3.76719
5.778e+02,3.76688
5.780e+02,3.76719
5.782e+02,3.76844
5.784e+02,3.76812
5.786e+02,3.76844
5.788e+02,3.76812
5.790e+02,3.7675
5.792e+02,3.76688
5.794e+02,3.76812
5.796e+02,3.76688
5.798e+02,3.76781
5.800e+02,3.76719
5.802e+02,3.76719
5.804e+02,3.7675
5.806e+02,3.76781
5.808e+02,3.76719
5.810e+02,3.76719
5.812e+02,3.7675
5.814e+02,3.76812
5.816e+02,3.76812
5.818e+02,3.7675
5.820e+02,3.76719
5.822e+02,3.76844
5.824e+02,3.76875
5.826e+02,3.76875
5.828e+02,3.76875
5.830e+02,3.76938
5.832e+02,3.76812
5.834e+02,3.76844
5.836e+02,3.76781
5.838e+02,3.7675
5.840e+02,3.76656
5.842e+02,3.76406
5.844e+02,3.76406
5.846e+02,3.765
5.848e+02,3.76562
5.850e+02,3.76531
5.852e+02,3.76625
5.854e+02,3.76688
5.856e+02,3.7675
5.858e+02,3.76625
5.860e+02,3.76594
5.862e+02,3.76656
5.864e+02,3.76656
5.866e+02,3.76562
5.868e+02,3.76562
5.870e+02,3.76531
5.872e+02,3.76562
5.874e+02,3.76688
5.876e+02,3.76656
5.878e+02,3.76625
5.880e+02,3.76625
5.882e+02,3.76562
5.884e+02,3.76594
5.886e+02,3.76562
5.888e+02,3.765
5.890e+02,3.76562
5.892e+02,3.76594
5.894e+02,3.76688
5.896e+02,3.76594
5.898e+02,3.76594
5.900e+02,3.76656
5.902e+02,3.765
5.904e+02,3.76531
5.906e+02,3.76406
5.908e+02,3.76406
5.910e+02,3.76406
5.912e+02,3.76406
5.914e+02,3.76438
5.916e+02,3.76313
5.918e+02,3.76281
5.920e+02,3.76469
5.922e+02,3.76438
5.924e+02,3.76406
5.926e+02,3.76406
5.928e+02,3.76406
5.930e+02,3.76469
5.932e+02,3.76469
5.934e+02,3.76469
5.936e+02,3.76438
5.938e+02,3.76406
5.940e+02,3.76281
5.942e+02,3.76219
5.944e+02,3.76281
5.946e+02,3.76281
5.948e+02,3.76438
5.950e+02,3.76344
5.952e+02,3.76406
5.954e+02,3.76438
5.956e+02,3.76406
5.958e+02,3.76344
5.960e+02,3.76406
5.962e+02,3.76406
5.964e+02,3.76313
5.966e+02,3.76406
5.968e+02,3.76406
5.970e+02,3.76344
5.972e+02,3.76469
5.974e+02,3.76438
5.976e+02,3.76406
5.978e+02,3.76406
5.980e+02,3.76562
5.982e+02,3.76625
5.984e+02,3.76469
5.986e+02,3.76438
5.988e+02,3.76344
5.990e+02,3.76219
5.992e+02,3.76219
5.994e+02,3.76156
5.996e+02,3.76187
5.998e+02,3.76156
6.000e+02,3.76187
6.002e+02,3.76344
6.004e+02,3.76438
6.006e+02,3.76344
6.008e+02,3.765
6.010e+02,3.76438
6.012e+02,3.76469
6.014e+02,3.76344
6.016e+02,3.76438
6.018e+02,3.76469
6.020e+02,3.76438
6.022e+02,3.7625
6.024e+02,3.76219
6.026e+02,3.76219
6.028e+02,3.76187
6.030e+02,3.76344
6.032e+02,3.76469
6.034e+02,3.76438
6.036e+02,3.76469
6.038e+02,3.765
6.040e+02,3.76562
6.042e+02,3.76531
6.044e+02,3.76531
6.046e+02,3.76469
6.048e+02,3.76594
6.050e+02,3.76625
6.052e+02,3.76594
6.054e+02,3.76656
6.056e+02,3.76562
6.058e+02,3.76562
6.060e+02,3.76625
6.062e+02,3.76594
6.064e+02,3.76438
6.066e+02,3.76531
6.068e+02,3.76594
6.070e+02,3.76594
6.072e+02,3.76625
6.074e+02,3.76719
6.076e+02,3.76562
6.078e+02,3.76594
6.080e+02,3.76594
6.082e+02,3.76594
6.084e+02,3.765
6.086e+02,3.76594
6.088e+02,3.76656
6.090e+02,3.76594
6.092e+02,3.76531
6.094e+02,3.76469
6.096e+02,3.76531
6.098e+02,3.765
6.100e+02,3.76438
6.102e+02,3.76469
6.104e+02,3.76469
6.106e+02,3.76438
6.108e+02,3.76438
6.110e+02,3.76469
6.112e+02,3.76531
6.114e+02,3.76562
6.116e+02,3.76562
6.118e+02,3.76531
6.120e+02,3.76531
6.122e+02,3.76469
6.124e+02,3.76438
6.126e+02,3.76438
6.128e+02,3.76406
6.130e+02,3.76469
6.132e+02,3.76469
6.134e+02,3.76562
6.136e+02,3.76531
6.138e+02,3.76469
6.140e+02,3.76469
6.142e+02,3.76281
6.144e+02,3.76344
6.146e+02,3.76313
6.148e+02,3.76187
6.150e+02,3.76281
6.152e+02,3.76313
6.154e+02,3.76187
6.156e+02,3.7625
6.158e+02,3.765
6.160e+02,3.76469
6.162e+02,3.76438
6.164e+02,3.76406
6.166e+02,3.76469
6.168e+02,3.76438
6.170e+02,3.76406
6.172e+02,3.76438
6.174e+02,3.76438
6.176e+02,3.76469
6.178e+02,3.76562
6.180e+02,3.765
6.182e+02,3.76469
6.184e+02,3.76469
6.186e+02,3.76469
6.188e+02,3.76562
6.190e+02,3.76594
6.192e+02,3.765
6.194e+02,3.76562
6.196e+02,3.76562
6.198e+02,3.765
6.200e+02,3.76438
6.202e+02,3.76469
6.204e+02,3.76438
6.206e+02,3.76531
6.208e+02,3.765
6.210e+02,3.765
6.212e+02,3.76562
6.214e+02,3.76562
6.216e+02,3.76594
6.218e+02,3.76562
6.220e+02,3.76781
6.222e+02,3.7675
6.224e+02,3.76562
6.226e+02,3.76562
6.228e+02,3.76562
6.230e+02,3.76594
6.232e+02,3.76625
6.234e+02,3.765
6.236e+02,3.765
6.238e+02,3.76594
6.240e+02,3.76562
6.242e+02,3.76562
6.244e+02,3.76594
6.246e+02,3.76594
6.248e+02,3.76594
6.250e+02,3.76625
6.252e+02,3.76625
6.254e+02,3.76594
6.256e+02,3.76562
6.258e+02,3.76688
6.260e+02,3.76656
6.262e+02,3.76656
6.264e+02,3.76688
6.266e+02,3.76562
6.268e+02,3.76469
6.270e+02,3.76469
6.272e+02,3.765
6.274e+02,3.76562
6.276e+02,3.76625
6.278e+02,3.76594
6.280e+02,3.76594
6.282e+02,3.76562
6.284e+02,3.76531
6.286e+02,3.765
6.288e+02,3.76469
6.290e+02,3.765
6.292e+02,3.765
6.294e+02,3.76562
6.296e+02,3.765
6.298e+02,3.76594
6.300e+02,3.76531
6.302e+02,3.76406
6.304e+02,3.76469
6.306e+02,3.76531
6.308e+02,3.765
6.310e+02,3.76344
6.312e+02,3.76344
6.314e+02,3.76406
6.316e+02,3.76344
6.318e+02,3.76469
6.320e+02,3.76406
6.322e+02,3.76313
6.324e+02,3.76313
6.326e+02,3.76406
6.328e+02,3.76438
6.330e+02,3.76313
6.332e+02,3.76344
6.334e+02,3.76438
6.336e+02,3.76438
6.338e+02,3.76438
6.340e+02,3.76406
6.342e+02,3.76313
6.344e+02,3.76344
6.346e+02,3.76438
6.348e+02,3.76438
6.350e+02,3.76531
6.352e+02,3.76531
6.354e+02,3.765
6.356e+02,3.76469
6.358e+02,3.76344
6.360e+02,3.76406
6.362e+02,3.76438
6.364e+02,3.76406
6.366e+02,3.76406
6.368e+02,3.76344
6.370e+02,3.76313
6.372e+02,3.76313
6.374e+02,3.76313
6.376e+02,3.76313
6.378e+02,3.76406
6.380e+02,3.7625
6.382e+02,3.76281
6.384e+02,3.76313
6.386e+02,3.76313
6.388e+02,3.76281
6.390e+02,3.76219
6.392e+02,3.76344
6.394e+02,3.76438
6.396e+02,3.76438
6.398e+02,3.76469
6.400e+02,3.76406
6.402e+02,3.76406
6.404e+02,3.76469
6.406e+02,3.76438
6.408e+02,3.76406
6.410e+02,3.76063
6.412e+02,3.75969
6.414e+02,3.75969
6.416e+02,3.76031
6.418e+02,3.75687
6.420e+02,3.75625
6.422e+02,3.75656
6.424e+02,3.75656
6.426e+02,3.75594
6.428e+02,3.75656
6.430e+02,3.75594
6.432e+02,3.75531
6.434e+02,3.75687
6.436e+02,3.75656
6.438e+02,3.75625
6.440e+02,3.75563
6.442e+02,3.75563
6.444e+02,3.75563
6.446e+02,3.75625
6.448e+02,3.75687
6.450e+02,3.75719
6.452e+02,3.75563
6.454e+02,3.75625
6.456e+02,3.7575
6.458e+02,3.75625
6.460e+02,3.75687
6.462e+02,3.75687
6.464e+02,3.75656
6.466e+02,3.75656
6.468e+02,3.75625
6.470e+02,3.75563
6.472e+02,3.75531
6.474e+02,3.75594
6.476e+02,3.755
6.478e+02,3.755
6.480e+02,3.75594
6.482e+02,3.755
6.484e+02,3.75469
6.486e+02,3.75406
6.488e+02,3.75344
6.490e+02,3.75438
6.492e+02,3.75438
6.494e+02,3.75531
6.496e+02,3.75563
6.498e+02,3.75438
6.500e+02,3.75344
6.502e+02,3.75375
6.504e+02,3.75281
6.506e+02,3.7525
6.508e+02,3.7525
6.510e+02,3.7525
6.512e+02,3.75406
6.514e+02,3.7525
6.516e+02,3.75344
6.518e+02,3.75375
6.520e+02,3.75375
6.522e+02,3.75438
6.524e+02,3.75469
6.526e+02,3.75469
6.528e+02,3.755
6.530e+02,3.75563
6.532e+02,3.75531
6.534e+02,3.755
6.536e+02,3.75563
6.538e+02,3.75625
6.540e+02,3.755
6.542e+02,3.75563
6.544e+02,3.75469
6.546e+02,3.75469
6.548e+02,3.755
6.550e+02,3.755
6.552e+02,3.75469
6.554e+02,3.75469
6.556e+02,3.75563
6.558e+02,3.75438
6.560e+02,3.75406
6.562e+02,3.75469
6.564e+02,3.75438
6.566e+02,3.75406
6.568e+02,3.75438
6.570e+02,3.75281
6.572e+02,3.75344
6.574e+02,3.75406
6.576e+02,3.75406
6.578e+02,3.75469
6.580e+02,3.75438
6.582e+02,3.75375
6.584e+02,3.75375
6.586e+02,3.75375
6.588e+02,3.75375
6.590e+02,3.75375
6.592e+02,3.7525
6.594e+02,3.75219
6.596e+02,3.7525
6.598e+02,3.7525
6.600e+02,3.75281
6.602e+02,3.75188
6.604e+02,3.7525
6.606e+02,3.75219
6.608e+02,3.75188
6.610e+02,3.75156
6.612e+02,3.75125
6.614e+02,3.75219
6.616e+02,3.75188
6.618e+02,3.75094
6.620e+02,3.75156
6.622e+02,3.75031
6.624e+02,3.75094
6.626e+02,3.75125
6.628e+02,3.75188
6.630e+02,3.75219
6.632e+02,3.7525
6.634e+02,3.75125
6.636e+02,3.75156
6.638e+02,3.75188
6.640e+02,3.75156
6.642e+02,3.75094
6.644e+02,3.75125
6.646e+02,3.75062
6.648e+02,3.75031
6.650e+02,3.75094
6.652e+02,3.75
6.654e+02,3.75062
6.656e+02,3.75
6.658e+02,3.74969
6.660e+02,3.75031
6.662e+02,3.75062
6.664e+02,3.75125
6.666e+02,3.75156
6.668e+02,3.75156
6.670e+02,3.75125
6.672e+02,3.75156
6.674e+02,3.75094
6.676e+02,3.75062
6.678e+02,3.75062
6.680e+02,3.75
6.682e+02,3.75156
6.684e+02,3.75125
6.686e+02,3.75094
6.688e+02,3.75094
6.690e+02,3.75094
6.692e+02,3.75156
6.694e+02,3.75125
6.696e+02,3.75125
6.698e+02,3.75125
6.700e+02,3.75094
6.702e+02,3.75062
6.704e+02,3.75094
6.706e+02,3.75062
6.708e+02,3.75
6.710e+02,3.75062
6.712e+02,3.75156
6.714e+02,3.75094
6.716e+02,3.75062
6.718e+02,3.75094
6.720e+02,3.75094
6.722e+02,3.75094
6.724e+02,3.75
6.726e+02,3.75094
6.728e+02,3.75
6.730e+02,3.74969
6.732e+02,3.75125
6.734e+02,3.75031
6.736e+02,3.74969
6.738e+02,3.74969
6.740e+02,3.74938
6.742e+02,3.75
6.744e+02,3.75031
6.746e+02,3.74812
6.748e+02,3.74844
6.750e+02,3.74969
6.752e+02,3.74906
6.754e+02,3.74969
6.756e+02,3.74906
6.758e+02,3.75031
6.760e+02,3.75031
6.762e+02,3.75
6.764e+02,3.75031
6.766e+02,3.75062
6.768e+02,3.74969
6.770e+02,3.74969
6.772e+02,3.74969
6.774e+02,3.75
6.776e+02,3.74938
6.778e+02,3.74875
6.780e+02,3.74906
6.782e+02,3.74812
6.784e+02,3.74875
6.786e+02,3.74812
6.788e+02,3.74844
6.790e+02,3.7475
6.792e+02,3.7475
6.794e+02,3.74844
6.796e+02,3.74844
6.798e+02,3.74969
6.800e+02,3.75
6.802e+02,3.75125
6.804e+02,3.74969
6.806e+02,3.74875
6.808e+02,3.74906
6.810e+02,3.74875
6.812e+02,3.74938
6.814e+02,3.74969
6.816e+02,3.7475
6.818e+02,3.74844
6.820e+02,3.74906
6.822e+02,3.75062
6.824e+02,3.74938
6.826e+02,3.74875
6.828e+02,3.75
6.830e+02,3.74969
6.832e+02,3.75
6.834e+02,3.74969
6.836e+02,3.74875
6.838e+02,3.74875
6.840e+02,3.74938
6.842e+02,3.74812
6.844e+02,3.74719
6.846e+02,3.7475
6.848e+02,3.7475
6.850e+02,3.7475
6.852e+02,3.74844
6.854e+02,3.74812
6.856e+02,3.74688
6.858e+02,3.74719
6.860e+02,3.7475
6.862e+02,3.74719
6.864e+02,3.74719
6.866e+02,3.74719
6.868e+02,3.74812
6.870e+02,3.74688
6.872e+02,3.74719
6.874e+02,3.74688
6.876e+02,3.74688
6.878e+02,3.74688
6.880e+02,3.74688
6.882e+02,3.74719
6.884e+02,3.7475
6.886e+02,3.74656
6.888e+02,3.7475
6.890e+02,3.7475
6.892e+02,3.74812
6.894e+02,3.74656
6.896e+02,3.74594
6.898e+02,3.74688
6.900e+02,3.7475
6.902e+02,3.7475
6.904e+02,3.74719
6.906e+02,3.74812
6.908e+02,3.74812
6.910e+02,3.74875
6.912e+02,3.75
6.914e+02,3.74812
6.916e+02,3.74906
6.918e+02,3.75
6.920e+02,3.74875
6.922e+02,3.74812
6.924e+02,3.74844
6.926e+02,3.74812
6.928e+02,3.74812
6.930e+02,3.7475
6.932e+02,3.74656
6.934e+02,3.74719
6.936e+02,3.74844
6.938e+02,3.74719
6.940e+02,3.7475
6.942e+02,3.74719
6.944e+02,3.74719
6.946e+02,3.74656
6.948e+02,3.74688
6.950e+02,3.74812
6.952e+02,3.74844
6.954e+02,3.74625
6.956e+02,3.74719
6.958e+02,3.74812
6.960e+02,3.74844
6.962e+02,3.74844
6.964e+02,3.74688
6.966e+02,3.74844
6.968e+02,3.74719
6.970e+02,3.74719
6.972e+02,3.74812
6.974e+02,3.74844
6.976e+02,3.74812
6.978e+02,3.74719
6.980e+02,3.74812
6.982e+02,3.74844
6.984e+02,3.74938
6.986e+02,3.74844
6.988e+02,3.7475
6.990e+02,3.74844
6.992e+02,3.74844
6.994e+02,3.74844
6.996e+02,3.7475
6.998e+02,3.7475
7.000e+02,3.7475
7.002e+02,3.74719
7.004e+02,3.74719
7.006e+02,3.74688
7.008e+02,3.74625
7.010e+02,3.74656
7.012e+02,3.74656
7.014e+02,3.74812
7.016e+02,3.7475
7.018e+02,3.74719
7.020e+02,3.74688
7.022e+02,3.74719
7.024e+02,3.74656
7.026e+02,3.74562
7.028e+02,3.74469
7.030e+02,3.745
7.032e+02,3.74531
7.034e+02,3.74531
7.036e+02,3.74531
7.038e+02,3.74562
7.040e+02,3.74562
7.042e+02,3.74594
7.044e+02,3.74594
7.046e+02,3.74625
7.048e+02,3.74688
7.050e+02,3.74625
7.052e+02,3.74531
7.054e+02,3.74469
7.056e+02,3.74531
7.058e+02,3.74594
7.060e+02,3.74531
7.062e+02,3.74562
7.064e+02,3.74438
7.066e+02,3.745
7.068e+02,3.74531
7.070e+02,3.74531
7.072e+02,3.74531
7.074e+02,3.74562
7.076e+02,3.745
7.078e+02,3.74625
7.080e+02,3.745
7.082e+02,3.74531
7.084e+02,3.74562
7.086e+02,3.745
7.088e+02,3.745
7.090e+02,3.74469
7.092e+02,3.74562
7.094e+02,3.74531
7.096e+02,3.74531
7.098e+02,3.74594
7.100e+02,3.74656
7.102e+02,3.74688
7.104e+02,3.74656
7.106e+02,3.74656
7.108e+02,3.7475
7.110e+02,3.74656
7.112e+02,3.74656
7.114e+02,3.74688
7.116e+02,3.74594
7.118e+02,3.74625
7.120e+02,3.74562
7.122e+02,3.74531
7.124e+02,3.74594
7.126e+02,3.745
7.128e+02,3.74469
7.130e+02,3.745
7.132e+02,3.74438
7.134e+02,3.74438
7.136e+02,3.74469
7.138e+02,3.74438
7.140e+02,3.74469
7.142e+02,3.74531
7.144e+02,3.74562
7.146e+02,3.74531
7.148e+02,3.745
7.150e+02,3.74438
7.152e+02,3.74406
7.154e+02,3.74375
7.156e+02,3.74281
7.158e+02,3.74281
7.160e+02,3.74313
7.162e+02,3.74375
7.164e+02,3.74281
7.166e+02,3.74281
7.168e+02,3.74344
7.170e+02,3.74406
7.172e+02,3.74344
7.174e+02,3.74281
7.176e+02,3.74313
7.178e+02,3.74406
7.180e+02,3.74375
7.182e+02,3.74344
7.184e+02,3.74375
7.186e+02,3.74344
7.188e+02,3.74406
7.190e+02,3.74375
7.192e+02,3.74375
7.194e+02,3.74344
7.196e+02,3.74375
7.198e+02,3.74375
7.200e+02,3.74375
7.202e+02,3.74469
7.204e+02,3.74469
7.206e+02,3.74531
7.208e+02,3.74531
7.210e+02,3.74594
7.212e+02,3.74625
7.214e+02,3.74562
7.216e+02,3.74594
7.218e+02,3.74531
7.220e+02,3.74406
7.222e+02,3.74438
7.224e+02,3.74562
7.226e+02,3.74438
7.228e+02,3.74375
7.230e+02,3.74438
7.232e+02,3.74406
7.234e+02,3.74438
7.236e+02,3.74344
7.238e+02,3.74375
7.240e+02,3.74438
7.242e+02,3.74375
7.244e+02,3.74313
7.246e+02,3.74344
7.248e+02,3.745
7.250e+02,3.745
7.252e+02,3.74406
7.254e+02,3.745
7.256e+02,3.745
7.258e+02,3.74469
7.260e+02,3.74531
7.262e+02,3.74562
7.264e+02,3.74469
7.266e+02,3.74469
7.268e+02,3.74469
7.270e+02,3.74562
7.272e+02,3.74469
7.274e+02,3.74406
7.276e+02,3.74531
7.278e+02,3.74531
7.280e+02,3.74531
7.282e+02,3.74469
7.284e+02,3.745
7.286e+02,3.74469
7.288e+02,3.745
7.290e+02,3.74094
7.292e+02,3.74125
7.294e+02,3.74188
7.296e+02,3.74281
7.298e+02,3.74156
7.300e+02,3.74219
7.302e+02,3.74188
7.304e+02,3.74219
7.306e+02,3.74281
7.308e+02,3.74281
7.310e+02,3.74219
7.312e+02,3.74313
7.314e+02,3.74219
7.316e+02,3.74219
7.318e+02,3.74281
7.320e+02,3.74344
7.322e+02,3.74313
7.324e+02,3.74156
7.326e+02,3.74125
7.328e+02,3.74156
7.330e+02,3.74156
7.332e+02,3.74188
7.334e+02,3.74094
7.336e+02,3.74281
7.338e+02,3.74375
7.340e+02,3.74219
7.342e+02,3.74219
7.344e+02,3.74219
7.346e+02,3.74375
7.348e+02,3.74375
7.350e+02,3.74313
7.352e+02,3.74188
7.354e+02,3.74094
7.356e+02,3.74219
7.358e+02,3.74313
7.360e+02,3.74281
7.362e+02,3.74313
7.364e+02,3.74156
7.366e+02,3.74281
7.368e+02,3.74406
7.370e+02,3.74219
7.372e+02,3.74063
7.374e+02,3.74063
